This data is a reformatted version of this data
https://www-nds.iaea.org/amdc/ame2016/mass16.txt
obtained from https://www-nds.iaea.org/amdc/
excluding theoretical values.
KEY:
N - Number of neutrons
Z - Number of protons
A - Atomic mass number
EL - Element label
DEL_M (keV) - Mass excess in keV
BE/A (keV) - Binding energy per nucleon in keV
Mass (mu-u) - Atomic mass in millionths of a standard atomic mass unit (Dalton)
------------------------------------------------
N,Z,A,EL,DEL_M (keV),BE/A (keV),Mass (mu-u)
115,85,200,At,-8987.892,7783.759,199990351.1
114,86,200,Rn,-4004.765,7754.932,199995700.7
113,87,200,Fr,6132.498,7700.334,200006583.5
123,78,201,Pt,-23740.714,7885.833,200974513.3
122,79,201,Au,-26400.714,7895.175,200971657.7
121,80,201,Hg,-27662.542,7897.56,200970303
120,81,201,Tl,-27180.838,7891.271,200970820.2
119,82,201,Pb,-25271.036,7877.877,200972870.4
118,83,201,Bi,-21416.433,7854.808,200977008.5
117,84,201,Po,-16521.185,7826.561,200982263.8
116,85,201,At,-10789.438,7794.153,200988417.1
115,86,201,Rn,-4072.324,7756.842,200995628.2
114,87,201,Fr,3588.577,7714.836,201003852.5
113,88,201,Ra,11936.801,7669.41,201012814.7
124,78,202,Pt,-22692.125,7881.56,201975639
123,79,202,Au,-24352.979,7885.909,201973856
122,80,202,Hg,-27345.324,7896.85,201970643.6
121,81,202,Tl,-25980.216,7886.219,201972109.1
120,82,202,Pb,-25940.614,7882.15,201972151.6
119,83,202,Bi,-20741.484,7852.539,201977733.1
118,84,202,Po,-17941.616,7834.805,201980738.9
117,85,202,At,-10590.732,7794.541,201988630.4
116,86,202,Rn,-6274.635,7769.301,201993263.9
115,87,202,Fr,3096.237,7719.038,202003323.9
114,88,202,Ra,9074.861,7685.568,202009742.3
124,79,203,Au,-23143.436,7880.864,202975154.5
123,80,203,Hg,-25269.265,7887.482,202972872.3
122,81,203,Tl,-25761.377,7886.053,202972344
121,82,203,Pb,-24786.557,7877.397,202973390.5
120,83,203,Bi,-21524.827,7857.475,202976892.1
119,84,203,Po,-17310.889,7832.863,202981416
118,85,203,At,-12162.557,7803.648,202986943
117,86,203,Rn,-6153.699,7770.193,202993393.7
116,87,203,Fr,876.417,7731.708,203000940.9
115,88,203,Ra,8661.726,7689.503,203009298.7
124,80,204,Hg,-24690.145,7885.545,203973494
123,81,204,Tl,-24346.145,7880.023,203973863.3
122,82,204,Pb,-25109.892,7879.932,203973043.4
121,83,204,Bi,-20645.896,7854.215,203977835.7
120,84,204,Po,-18341.244,7839.083,203980309.9
119,85,204,At,-11875.433,7803.552,203987251.2
118,86,204,Rn,-7970.193,7780.574,203991443.6
117,87,204,Fr,607.31,7734.692,204000652
116,88,204,Ra,6056.787,7704.144,204006502.2
125,80,205,Hg,-22287.74,7874.732,204976073.1
124,81,205,Tl,-23820.874,7878.394,204974427.2
123,82,205,Pb,-23770.239,7874.331,204974481.6
122,83,205,Bi,-21064.504,7857.316,204977386.3
121,84,205,Po,-17521.398,7836.216,204981190
120,85,205,At,-12971.946,7810.207,204986074
119,86,205,Rn,-7709.786,7780.722,204991723.2
118,87,205,Fr,-1309.813,7745.686,204998593.9
117,88,205,Ra,5838.991,7706.998,205006268.4
116,89,205,Ac,14106.693,7662.851,205015144.2
126,80,206,Hg,-20945.801,7869.172,205977513.8
125,81,206,Tl,-22253.367,7871.721,205976110
124,82,206,Pb,-23785.584,7875.362,205974465.1
123,83,206,Bi,-20028.278,7853.324,205978498.8
122,84,206,Po,-18188.674,7840.597,205980473.7
121,85,206,At,-12429.718,7808.843,205986656.1
120,86,206,Rn,-9132.965,7789.041,205990195.4
119,87,206,Fr,-1242.416,7746.94,205998666.2
118,88,206,Ra,3565.539,7719.802,206003827.8
117,89,206,Ac,13479.452,7667.879,206014470.8
127,80,207,Hg,-16487.444,7848.61,206982300
126,81,207,Tl,-21034.451,7866.797,206977418.6
125,82,207,Pb,-22452.047,7869.866,206975896.7
124,83,207,Bi,-20054.627,7854.505,206978470.5
123,84,207,Po,-17145.775,7836.673,206981593.3
122,85,207,At,-13227.416,7813.964,206985799.8
121,86,207,Rn,-8634.762,7787.998,206990730.2
120,87,207,Fr,-2844.341,7756.246,206996946.5
119,88,207,Ra,3544.485,7721.602,207003805.2
118,89,207,Ac,11146.233,7681.099,207011966
128,80,208,Hg,-13265.406,7834.191,207985759
127,81,208,Tl,-16750.132,7847.183,207982018
126,82,208,Pb,-21748.598,7867.453,207976651.9
125,83,208,Bi,-18870.223,7849.853,207979742
124,84,208,Po,-17469.596,7839.358,207981245.6
123,85,208,At,-12469.871,7811.56,207986613
122,86,208,Rn,-9655.591,7794.268,207989634.3
121,87,208,Fr,-2665.919,7756.903,207997138
120,88,208,Ra,1727.856,7732.017,208001854.9
119,89,208,Ac,10753.235,7684.865,208011544.1
118,90,208,Th,16683.73,7652.592,208017910.7
128,81,209,Tl,-13644.757,7833.397,208985351.8
127,82,209,Pb,-17614.646,7848.648,208981089.9
126,83,209,Bi,-18258.662,7847.987,208980398.5
125,84,209,Po,-16366.092,7835.188,208982430.3
124,85,209,At,-12882.613,7814.777,208986169.9
123,86,209,Rn,-8941.049,7792.175,208990401.4
122,87,209,Fr,-3769.572,7763.688,208995953.2
121,88,209,Ra,1858.219,7733.017,209001994.9
120,89,209,Ac,8843.809,7695.85,209009494.2
129,81,210,Tl,-9246.969,7813.588,209990073
128,82,210,Pb,-14728.502,7835.965,209984188.3
127,83,210,Bi,-14791.979,7832.542,209984120.2
126,84,210,Po,-15953.137,7834.346,209982873.6
125,85,210,At,-11972.177,7811.663,209987147.3
124,86,210,Rn,-9604.77,7796.665,209989688.9
123,87,210,Fr,-3333.205,7763.075,209996421.7
122,88,210,Ra,442.792,7741.368,210000475.4
121,89,210,Ac,8789.699,7697.896,210009436.1
120,90,210,Th,14059.446,7669.076,210015093.4
130,81,211,Tl,-6077.998,7799.791,210993475
129,82,211,Pb,-10492.948,7817.007,210988735.4
128,83,211,Bi,-11859.131,7819.774,210987268.7
127,84,211,Po,-12432.571,7818.784,210986653.1
126,85,211,At,-11647.264,7811.354,210987496.1
125,86,211,Rn,-8755.404,7793.941,210990600.7
124,87,211,Fr,-4140.249,7768.36,210995555.3
123,88,211,Ra,832.023,7741.087,211000893.2
122,89,211,Ac,7202.214,7707.189,211007731.9
121,90,211,Th,13910.171,7671.69,211014933.2
130,82,212,Pb,-7548.85,7804.319,211991896
129,83,212,Bi,-8117.954,7803.313,211991285
128,84,212,Po,-10369.487,7810.243,211988867.9
127,85,212,At,-8628.221,7798.34,211990737.2
126,86,212,Rn,-8659.608,7794.797,211990703.5
125,87,212,Fr,-3515.968,7766.845,211996225.5
124,88,212,Ra,-198.968,7747.508,211999786.4
123,89,212,Ac,7277.298,7708.552,212007812.5
122,90,212,Th,12110.808,7682.062,212013001.5
121,91,212,Pa,21593.358,7633.643,212023181.4
132,81,213,Tl,1783.811,7765.43,213001915
131,82,213,Pb,-3203.532,7785.172,212996560.9
130,83,213,Bi,-5231.635,7791.021,212994383.6
129,84,213,Po,-6653.584,7794.024,212992857.1
128,85,213,At,-6579.595,7790.003,212992936.5
127,86,213,Rn,-5696.026,7782.182,212993885.1
126,87,213,Fr,-3552.848,7768.447,212996185.9
125,88,213,Ra,345.557,7746.472,213000371
124,89,213,Ac,6154.692,7715.526,213006607.3
123,90,213,Th,12120.086,7683.846,213013011.4
122,91,213,Pa,19662.625,7644.762,213021108.7
132,82,214,Pb,-182.769,7772.394,213999803.8
131,83,214,Bi,-1200.753,7773.495,213998710.9
130,84,214,Po,-4470.046,7785.116,213995201.2
129,85,214,At,-3379.831,7776.366,213996371.6
128,86,214,Rn,-4319.742,7777.102,213995362.6
127,87,214,Fr,-958.707,7757.74,213998970.8
126,88,214,Ra,92.734,7749.171,214000099.6
125,89,214,Ac,6443.854,7715.837,214006917.8
124,90,214,Th,10694.885,7692.317,214011481.4
123,91,214,Pa,19485.515,7647.583,214020918.6
133,82,215,Pb,4342.244,7752.737,215004661.6
132,83,215,Bi,1629.322,7761.717,215001749.1
131,84,215,Po,-541.706,7768.176,214999418.5
130,85,215,At,-1255.756,7767.858,214998651.9
129,86,215,Rn,-1168.561,7763.814,214998745.5
128,87,215,Fr,318.065,7753.26,215000341.5
127,88,215,Ra,2533.739,7739.316,215002720.1
126,89,215,Ac,6030.615,7719.413,215006474.1
125,90,215,Th,10921.586,7693.025,215011724.8
124,91,215,Pa,17863.939,7657.096,215019177.7
123,92,215,U,24923.087,7620.624,215026756
133,83,216,Bi,5873.991,7743.499,216006306
132,84,216,Po,1782.42,7758.819,216001913.5
131,85,216,At,2256.666,7753.002,216002422.6
130,86,216,Rn,252.868,7758.657,216000271.5
129,87,216,Fr,2970.95,7742.451,216003189.4
128,88,216,Ra,3291.077,7737.347,216003533.1
127,89,216,Ac,8144.395,7711.256,216008743.4
126,90,216,Th,10298.332,7697.662,216011055.7
125,91,216,Pa,17799.214,7659.314,216019108.2
124,92,216,U,23066.351,7631.307,216024762.7
134,83,217,Bi,8729.962,7731.848,217009372
133,84,217,Po,5883.518,7741.36,217006316.2
132,85,217,At,4394.635,7744.616,217004717.8
131,86,217,Rn,3658.501,7744.403,217003927.6
130,87,217,Fr,4314.59,7737.775,217004631.9
129,88,217,Ra,5889.656,7726.911,217006322.8
128,89,217,Ac,8703.673,7710.338,217009343.8
127,90,217,Th,12205.78,7690.594,217013103.4
126,91,217,Pa,17068.41,7664.58,217018323.7
135,83,218,Bi,13216.037,7712.827,218014188
134,84,218,Po,8356.901,7731.528,218008971.5
133,85,218,At,8098.162,7729.126,218008693.7
132,86,218,Rn,5217.347,7738.752,218005601.1
131,87,218,Fr,7059.117,7726.715,218007578.3
130,88,218,Ra,6651.17,7724.998,218007140.3
129,89,218,Ac,10843.609,7702.177,218011641.1
128,90,218,Th,12366.741,7691.602,218013276.2
127,91,218,Pa,18683.77,7659.036,218020057.9
126,92,218,U,21894.608,7640.719,218023504.8
135,84,219,Po,12681.359,7713.333,219013614
134,85,219,At,10396.076,7720.196,219011160.6
133,86,219,Rn,8829.402,7723.777,219009478.8
132,87,219,Fr,8617.767,7721.171,219009251.6
131,88,219,Ra,9394.282,7714.053,219010085.2
130,89,219,Ac,11569.48,7700.549,219012420.3
129,90,219,Th,14471.39,7683.725,219015535.7
128,91,219,Pa,18540.131,7661.574,219019903.7
127,92,219,U,23286.569,7636.329,219024999.2
126,93,219,Np,29456.655,7604.583,219031623
136,84,220,Po,15263.461,7703.224,220016386
135,85,220,At,14375.747,7703.703,220015433
134,86,220,Rn,10612.077,7717.254,220011392.5
133,87,220,Fr,11482.32,7709.742,220012326.8
132,88,220,Ra,10270.245,7711.696,220011025.6
131,89,220,Ac,13743.682,7692.351,220014754.5
130,90,220,Th,14669.1,7684.589,220015747.9
137,84,221,Po,19773.755,7684.481,221021228
136,85,221,At,16782.727,7694.475,221018017
135,86,221,Rn,14471.42,7701.393,221015535.7
134,87,221,Fr,13277.29,7703.256,221014253.8
133,88,221,Ra,12963.811,7701.135,221013917.2
132,89,221,Ac,14523.109,7690.539,221015591.2
131,90,221,Th,16940.371,7676.061,221018186.2
130,91,221,Pa,20376.288,7656.974,221021874.8
129,92,221,U,24519.995,7634.684,221026323.3
138,84,222,Po,22486.265,7674.005,222024140
137,85,222,At,20953.026,7677.387,222022494
136,86,222,Rn,16372.206,7694.497,222017576.3
135,87,222,Fr,16378.105,7690.947,222017582.6
134,88,222,Ra,14320.188,7696.692,222015373.4
133,89,222,Ac,16621.474,7682.802,222017843.9
132,90,222,Th,17203.111,7676.658,222018468.3
130,92,222,U,24272.827,7637.764,222026058
138,85,223,At,23428.006,7668.055,223025151
137,86,223,Rn,20389.739,7678.171,223021889.3
136,87,223,Fr,18382.394,7683.664,223019734.3
135,88,223,Ra,17233.309,7685.309,223018500.7
134,89,223,Ac,17825.882,7679.143,223019136.9
133,90,223,Th,19385.831,7668.64,223020811.5
132,91,223,Pa,22320.676,7651.971,223023962.2
131,92,223,U,25837.006,7632.694,223027737.2
139,85,224,At,27711.015,7650.735,224029749
138,86,224,Rn,22445.098,7670.751,224024095.8
137,87,224,Fr,21748.616,7670.367,224023348.1
136,88,224,Ra,18825.917,7679.922,224020210.5
135,89,224,Ac,20234.135,7670.143,224021722.2
134,90,224,Th,19993.734,7667.724,224021464.2
133,91,224,Pa,23862.278,7646.961,224025617.2
132,92,224,U,25722.252,7635.165,224027614
139,86,225,Rn,26534.141,7654.357,225028485.6
138,87,225,Fr,23820.61,7662.94,225025572.5
137,88,225,Ra,21993.109,7667.586,225023610.6
136,89,225,Ac,21637.346,7665.69,225023228.6
135,90,225,Th,22310.127,7659.222,225023950.9
134,91,225,Pa,24340.725,7646.72,225026130.8
133,92,225,U,27379.921,7629.736,225029393.6
132,93,225,Np,31587.704,7607.557,225033910.8
140,86,226,Rn,28747.192,7646.41,226030861.4
139,87,226,Fr,27520.539,7648.376,226029544.5
138,88,226,Ra,23667.824,7661.962,226025408.5
137,89,226,Ac,24309.264,7655.662,226026097.1
136,90,226,Th,23197.634,7657.119,226024903.7
135,91,226,Pa,26033.276,7641.11,226027947.9
134,92,226,U,27328.869,7631.916,226029338.7
141,86,227,Rn,32885.834,7630.05,227035304.4
140,87,227,Fr,29682.445,7640.715,227031865.4
139,88,227,Ra,27177.711,7648.303,227029176.5
138,89,227,Ac,25849.58,7650.707,227027750.7
137,90,227,Th,25804.823,7647.458,227027702.6
136,91,227,Pa,26831.198,7639.49,227028804.5
135,92,227,U,29045.462,7626.289,227031181.6
134,93,227,Np,32562.08,7607.351,227034956.8
142,86,228,Rn,35243.465,7621.645,228037835.4
141,87,228,Fr,33384.221,7626.368,228035839.4
140,88,228,Ra,28940.268,7642.428,228031068.7
139,89,228,Ac,28894.728,7639.196,228031019.8
138,90,228,Th,26770.984,7645.08,228028739.8
137,91,228,Pa,28923.586,7632.207,228031050.7
136,92,228,U,29222.226,7627.466,228031371.4
135,93,228,Np,33595.694,7604.853,228036066.5
134,94,228,Pu,36087.37,7590.493,228038741.4
143,86,229,Rn,39362.4,7605.622,229042257.3
142,87,229,Fr,35668.262,7618.337,229038291.5
141,88,229,Ra,32561.963,7628.485,229034956.7
140,89,229,Ac,30689.933,7633.244,229032947
139,90,229,Th,29585.583,7634.65,229031761.4
138,91,229,Pa,29896.908,7629.874,229032095.7
137,92,229,U,31210.554,7620.721,229033505.9
136,93,229,Np,33779.675,7606.086,229036264
135,94,229,Pu,37395.59,7586.88,229040145.8
134,95,229,Am,42150.02,7562.702,229045249.9
143,87,230,Fr,39486.768,7603.704,230042390.8
142,88,230,Ra,34516.306,7621.914,230037054.8
141,89,230,Ac,33838.383,7621.46,230036327
140,90,230,Th,30862.593,7630.996,230033132.4
139,91,230,Pa,32173.607,7621.895,230034539.8
138,92,230,U,31615.002,7620.922,230033940.1
137,93,230,Np,35236.291,7601.776,230037827.7
136,94,230,Pu,36934.392,7590.991,230039650.7
144,87,231,Fr,42080.575,7594.5,231045175.4
143,88,231,Ra,38216.486,7607.841,231041027.1
142,89,231,Ac,35762.849,7615.076,231038393
141,90,231,Th,33815.891,7620.118,231036302.9
140,91,231,Pa,33424.404,7618.426,231035882.6
139,92,231,U,33806.015,7613.387,231036292.3
138,93,231,Np,35624.513,7602.128,231038244.5
137,94,231,Pu,38309.005,7587.12,231041126.4
145,87,232,Fr,46072.834,7579.347,232049461.2
144,88,232,Ra,40496.953,7600.009,232043475.3
143,89,232,Ac,39154.419,7602.424,232042034
142,90,232,Th,35446.784,7615.033,232038053.7
141,91,232,Pa,35946.633,7609.506,232038590.3
140,92,232,U,34609.53,7611.897,232037154.9
138,94,232,Pu,38363.14,7588.974,232041184.5
146,87,233,Fr,48920.051,7569.239,233052517.8
145,88,233,Ra,44334.06,7585.564,233047594.6
144,89,233,Ac,41308.033,7595.193,233044346
143,90,233,Th,38731.715,7602.893,233041580.2
142,91,233,Pa,37489.472,7604.866,233040246.6
141,92,233,U,36919.176,7603.956,233039634.4
140,93,233,Np,37948.59,7596.181,233040739.5
139,94,233,Pu,40051.769,7583.796,233042997.3
137,96,233,Cm,47294.006,7545.998,233050772.2
146,88,234,Ra,46930.629,7576.543,234050382.1
145,89,234,Ac,44841.19,7582.129,234048139
144,90,234,Th,40613.009,7596.855,234043599.9
143,91,234,Pa,40338.921,7594.683,234043305.6
142,92,234,U,38145.025,7600.715,234040950.4
141,93,234,Np,39954.871,7589.637,234042893.3
140,94,234,Pu,40349.971,7584.605,234043317.5
138,96,234,Cm,46724.633,7550.677,234050161
146,89,235,Ac,47357.155,7573.504,235050840
145,90,235,Th,44017.749,7584.385,235047255
144,91,235,Pa,42288.896,7588.413,235045399
143,92,235,U,40918.846,7590.914,235043928.2
142,93,235,Np,41043.108,7587.056,235044061.6
141,94,235,Pu,42182.41,7578.879,235045284.7
140,95,235,Am,44625.429,7565.154,235047907.4
147,89,236,Ac,51220.992,7559.242,236054988
146,90,236,Th,46255.198,7576.968,236049657
145,91,236,Pa,45333.95,7577.557,236048668
144,92,236,U,42444.644,7586.484,236045566.2
143,93,236,Np,43378.178,7579.214,236046568.4
142,94,236,Pu,42901.593,7577.918,236046056.8
140,96,236,Cm,47855.045,7550.299,236051374.5
147,90,237,Th,49955.092,7563.443,237053629
146,91,237,Pa,47527.619,7570.384,237051023
145,92,237,U,45390.194,7576.102,237048728.4
144,93,237,Np,44871.659,7574.989,237048171.7
143,94,237,Pu,45091.722,7570.759,237048408
141,96,237,Cm,49247.085,7546.624,237052868.9
139,98,237,Cf,57938.921,7503.347,237062200
147,91,238,Pa,50894.038,7558.344,238054637
146,92,238,U,47307.783,7570.125,238050787
145,93,238,Np,47454.656,7566.221,238050944.7
144,94,238,Pu,46163.213,7568.36,238049558.3
143,95,238,Am,48421.487,7555.584,238051982.6
142,96,238,Cm,49445.188,7547.996,238053081.6
147,92,239,U,50572.718,7558.561,239054292
146,93,239,Np,49311.057,7560.567,239052937.6
145,94,239,Pu,48588.282,7560.318,239052161.7
144,95,239,Am,49390.424,7553.688,239053022.8
143,96,239,Cm,51147.025,7543.065,239054908.6
148,92,240,U,52715.505,7551.77,240056592.4
147,93,240,Np,52316.272,7550.173,240056163.8
146,94,240,Pu,50125.38,7556.042,240053811.8
145,95,240,Am,51510.169,7547.013,240055298.4
144,96,240,Cm,51724.306,7542.861,240055528.3
142,98,240,Cf,57990.944,7510.23,240062255.8
148,93,241,Np,54260.175,7544.27,241058250.7
147,94,241,Pu,52955.175,7546.439,241056849.7
146,95,241,Am,52934.395,7543.278,241056827.4
145,96,241,Cm,53701.83,7536.848,241057651.3
149,93,242,Np,57416.932,7533.403,242061639.6
148,94,242,Pu,54716.932,7541.327,242058741
147,95,242,Am,55468.072,7534.991,242059547.4
146,96,242,Cm,54803.764,7534.503,242058834.3
144,98,242,Cf,59386.966,7509.098,242063754.5
149,94,243,Pu,57754.602,7531.008,243062002.1
148,95,243,Am,57175.046,7530.173,243061379.9
147,96,243,Cm,57181.998,7526.925,243061387.4
146,97,243,Bk,58689.693,7517.501,243063006
150,94,244,Pu,59806.028,7524.815,244064204.4
149,95,244,Am,59879.196,7521.308,244064283
148,96,244,Cm,58451.896,7523.952,244062750.7
147,97,244,Bk,60713.885,7511.475,244065179
146,98,244,Cf,61478.179,7505.136,244065999.5
151,94,245,Pu,63178.179,7513.281,245067824.6
150,95,245,Am,61900.469,7515.303,245066452.9
149,96,245,Cm,61004.58,7515.767,245065491.1
148,97,245,Bk,61813.836,7509.27,245066359.9
147,98,245,Cf,63385.21,7499.663,245068046.8
152,94,246,Pu,65394.801,7506.539,246070204.2
150,96,246,Cm,62616.967,7511.471,246067222.1
149,97,246,Bk,63966.967,7502.803,246068671.4
148,98,246,Cf,64090.292,7499.121,246068803.8
146,100,246,Fm,70188.833,7467.97,246075350.8
151,96,247,Cm,65533.143,7501.931,247070352.7
150,97,247,Bk,65489.562,7498.94,247070305.9
149,98,247,Cf,66103.903,7493.285,247070965.5
148,99,247,Es,68578.388,7480.1,247073621.9
152,96,248,Cm,67392.755,7496.728,248072349.1
150,98,248,Cf,67238.012,7491.043,248072183
148,100,248,Fm,71897.857,7465.944,248077185.5
153,96,249,Cm,70750.702,7485.55,249075954
152,97,249,Bk,69846.384,7486.04,249074983.2
151,98,249,Cf,69722.784,7483.394,249074850.5
149,100,249,Fm,73519.188,7461.864,249078926.1
154,96,250,Cm,72989.594,7478.938,250078357.6
153,97,250,Bk,72949.978,7475.967,250078315
152,98,250,Cf,71170.391,7479.956,250076404.6
150,100,250,Fm,74072.243,7462.09,250079519.8
155,96,251,Cm,76648.018,7466.722,251082285
154,97,251,Bk,75228.018,7469.263,251080760.6
153,98,251,Cf,74135.018,7470.5,251079587.2
152,99,251,Es,74512.277,7465.881,251079992.2
151,100,251,Fm,75953.919,7457.02,251081539.9
150,101,251,Md,78966.744,7441.9,251084774.3
154,98,252,Cf,76034.617,7465.347,252081626.5
153,99,252,Es,77294.617,7457.242,252082979.2
152,100,252,Fm,76815.627,7456.038,252082465
150,102,252,No,82871.427,7425.798,252088966.1
155,98,253,Cf,79301.567,7454.829,253085133.7
154,99,253,Es,79010.538,7452.887,253084821.3
153,100,253,Fm,79345.74,7448.47,253085181.2
151,102,253,No,84358.735,7422.471,253090562.8
156,98,254,Cf,81341.401,7449.225,254087323.6
155,99,254,Es,81990.594,7443.589,254088020.5
154,100,254,Fm,80902.794,7444.792,254086852.7
152,102,254,No,84723.347,7423.59,254090954.3
156,99,255,Es,84089.274,7437.821,255090273.6
155,100,255,Fm,83799.654,7435.888,255089962.6
154,101,255,Md,84843.07,7428.729,255091082.8
153,102,255,No,86807.234,7417.958,255093191.4
152,103,255,Lr,89947.3,7402.576,255096562.4
156,100,256,Fm,85486.817,7431.78,256091773.9
154,102,256,No,87822.062,7416.546,256094280.9
153,103,256,Lr,91746.598,7398.16,256098494
152,104,256,Rf,94222.049,7385.434,256101151.5
157,100,257,Fm,88590.033,7422.194,257095105.3
156,101,257,Md,88993.053,7417.582,257095538
155,102,257,No,90247.256,7409.657,257096884.4
153,104,257,Rf,95866.427,7381.704,257102916.8
157,101,258,Md,91686.792,7409.675,258098429.8
154,104,258,Rf,96341.036,7382.538,258103426.4
157,102,259,No,94078.569,7399.974,259100997.5
154,105,259,Db,101991.016,7360.362,259109491.9
154,106,260,Sg,106547.552,7342.562,260114383.5
157,104,261,Rf,101318.594,7371.384,261108770
155,106,261,Sg,108005.043,7339.77,261115948.2
156,106,262,Sg,108365.771,7341.185,262116335.4
156,108,264,Hs,119563.222,7298.375,264128356.4
157,108,265,Hs,120900.283,7296.247,265129791.8
158,108,266,Hs,121136.373,7298.273,266130045.3
159,110,269,Ds,134834.709,7250.154,269144751
160,110,270,Ds,134678.282,7253.775,270144583.1
